id,name,startTime,endTime,category
192,Finnish Soccer/Ykkonen/Fixtures 05 September/AC Oulu v JJK,2014-09-05 15:30:00,2014-09-05 17:14:11,soccer
193,Finnish Soccer/Ykkonen/Fixtures 06 September/Ilves v FC Jazz,2014-09-06 16:00:00,2014-09-06 17:47:46,soccer
194,Finnish Soccer/Ykkonen/Fixtures 07 September/PK-35 Vantaa v HIFK,2014-09-07 15:30:00,2014-09-07 17:21:06,soccer
195,French Soccer/Ligue 2 Orange/Fixtures 01 September/Brest v Nancy,2014-09-01 18:30:00,2014-09-01 20:21:08,soccer
196,French Soccer/Ligue National/Fixtures 05 September/Lucon v Frejus St-Raphael,2014-09-05 18:00:00,2014-09-05 19:53:07,soccer
197,French Soccer/Ligue National/Fixtures 05 September/Marseille Consolat v Le Poire-sur-Vie,2014-09-05 18:00:00,2014-09-05 19:53:05,soccer
198,Friendlies/Fixtures 04 September/Emmen v Heracles,2014-09-04 11:00:00,2014-09-04 12:19:18,soccer
199,Friendlies/Fixtures 04 September/Leverkusen v St Pauli,2014-09-04 16:30:00,2014-09-04 18:10:34,soccer
200,Friendlies/Fixtures 04 September/NEC Nijmegen v Excelsior,2014-09-04 11:30:00,2014-09-04 13:19:36,soccer
201,Friendlies/Fixtures 04 September/SD Balmaseda FC v Ath Bilbao,2014-09-04 16:00:00,2014-09-04 17:48:50,soccer
202,Friendlies/Fixtures 05 September/CFR Cluj v Shakhtar,2014-09-05 16:00:00,2014-09-05 17:54:11,soccer
203,Friendlies/Fixtures 05 September/FSV Frankfurt v Eintracht Frankfurt,2014-09-05 16:30:00,2014-09-05 18:17:34,soccer
204,Friendlies/Fixtures 05 September/Niki Volou v Torpedo Moscow,2014-09-05 17:30:00,2014-09-05 19:22:06,soccer
205,Friendlies/Fixtures 05 September/Spartak Moscow v Crvena Zvezda,2014-09-05 15:00:00,2014-09-05 15:55:25,soccer
206,Friendlies/Fixtures 06 September/Panathinaikos v Viitorul Constanta,2014-09-06 17:00:00,2014-09-06 18:53:47,soccer
207,Friendlies/Fixtures 07 September/Uni Cluj v Shakhtar,2014-09-07 14:30:00,2014-09-07 16:27:26,soccer
208,German Soccer/3 Liga/Fixtures 06 September/Dynamo Dresden v Jahn Regensburg,2014-09-06 12:00:00,2014-09-06 13:55:47,soccer
209,German Soccer/3 Liga/Fixtures 06 September/Stuttgart Kickers v Fortuna Koln,2014-09-06 12:00:00,2014-09-06 13:50:58,soccer
210,German Soccer/Bundesliga 2/Fixtures 01 September/G Furth v St Pauli,2014-09-01 18:15:00,2014-09-01 20:07:22,soccer
211,German Soccer/Regionalliga Nordost/Fixtures 03 September/Carl Zeiss Jena v Viktoria Berlin,2014-09-03 16:15:00,2014-09-03 17:52:17,soccer
212,German Soccer/Regionalliga Sudwest/Fixtures 05 September/Pirmasens v FC Astoria Walldorf,2014-09-05 17:30:00,2014-09-05 19:15:58,soccer
213,German Soccer/Regionalliga Sudwest/Fixtures 06 September/Kaiserslautern II v Nottingen,2014-09-06 12:00:00,2014-09-06 13:49:36,soccer
214,German Soccer/Regionalliga Sudwest/Fixtures 06 September/Kickers Offenbach v KSV Baunatal,2014-09-06 12:00:00,2014-09-06 13:47:26,soccer
215,German Soccer/Regionalliga West/Fixtures 02 September/Wattenscheid v Mgladbach II,2014-09-02 18:15:00,2014-09-02 20:07:22,soccer
216,German Soccer/Regionalliga West/Fixtures 07 September / Mgladbach II v FC Hennef,2014-09-07 12:00:00,2014-09-07 13:45:31,soccer
217,Greek Soccer/Greek Super League/Fixtures 01 September/OFI v Veria,2014-09-01 18:30:00,2014-09-01 20:22:10,soccer
218,Group A/Alphen Challenger 2014/First Round Matches/Coppejans v de Bakker,2014-09-02 18:05:00,2014-09-02 20:36:14,tennis
219,Group A/Alphen Challenger 2014/First Round Matches/G Granollers v Androic,2014-09-03 12:37:00,2014-09-03 15:14:37,tennis
220,Group A/Alphen Challenger 2014/First Round Matches/Gimeno-Traver v Donati,2014-09-02 13:01:00,2014-09-02 14:53:33,tennis
221,Group A/Alphen Challenger 2014/First Round Matches/Koolhof v Sijsling,2014-09-03 11:29:00,2014-09-03 13:06:23,tennis
222,Group A/Alphen Challenger 2014/First Round Matches/Lamasine v Carballes Baena,2014-09-02 13:50:00,2014-09-02 16:05:15,tennis
223,Group A/Alphen Challenger 2014/First Round Matches/Mat Viola v Munoz-De La Nava,2014-09-02 12:08:00,2014-09-02 13:35:22,tennis
224,Group A/Alphen Challenger 2014/First Round Matches/Mektic v Sels,2014-09-02 10:49:00,2014-09-02 12:47:12,tennis
225,Group A/Alphen Challenger 2014/First Round Matches/Middelkoop v Podlipnik-Castillo,2014-09-03 10:45:00,2014-09-03 11:49:06,tennis
226,Group A/Alphen Challenger 2014/First Round Matches/R Haase v Ramirez Hidalgo,2014-09-03 16:55:00,2014-09-03 18:04:10,tennis
227,Group A/Alphen Challenger 2014/First Round Matches/S Diez v Huta Galung,2014-09-03 15:24:00,2014-09-03 16:40:56,tennis
228,Group A/Alphen Challenger 2014/First Round Matches/Wunner v Van Der Duim,2014-09-03 12:07:00,2014-09-03 13:39:59,tennis
229,Group A/Alphen Challenger 2014/First Round Matches/Y Mertens v Michon,2014-09-02 10:38:00,2014-09-02 11:38:42,tennis
230,Group A/Alphen Challenger 2014/Quarter Final Matches/Gimeno-Traver v Lamasine,2014-09-05 13:06:00,2014-09-05 14:47:48,tennis
231,Group A/Alphen Challenger 2014/Quarter Final Matches/Hanescu v Coppejans,2014-09-05 16:05:00,2014-09-05 17:40:29,tennis
232,Group A/Alphen Challenger 2014/Quarter Final Matches/Huta Galung v Van Der Duim,2014-09-05 11:50:00,2014-09-05 12:53:16,tennis
233,Group A/Alphen Challenger 2014/Quarter Final Matches/Munoz-De La Nava v Sijsling,2014-09-05 18:03:00,2014-09-05 19:15:49,tennis
234,Group A/Alphen Challenger 2014/Second Round Matches/Gimeno-Traver v Androic,2014-09-04 10:44:00,2014-09-04 11:47:04,tennis
235,Group A/Alphen Challenger 2014/Second Round Matches/Giustino v Coppejans,2014-09-04 12:05:00,2014-09-04 12:58:49,tennis
236,Group A/Alphen Challenger 2014/Second Round Matches/Hanescu v Middelkoop,2014-09-04 15:34:00,2014-09-04 17:06:37,tennis
237,Group A/Alphen Challenger 2014/Second Round Matches/Munoz-De La Nava v Westerhof,2014-09-04 11:19:00,2014-09-04 12:59:04,tennis
238,Group A/Alphen Challenger 2014/Second Round Matches/R Haase v Huta Galung,2014-09-04 13:21:00,2014-09-04 15:21:37,tennis
239,Group A/Alphen Challenger 2014/Second Round Matches/Van Der Duim v Michon,2014-09-04 12:02:00,2014-09-04 13:08:42,tennis
240,Group A/Alphen Challenger 2014/Semi Final Matches/Hanescu v Munoz-De La Nava,2014-09-06 14:07:00,2014-09-06 15:45:56,tennis
241,Group A/Alphen Challenger 2014/The Final/Huta Galung v Munoz-De La Nava,2014-09-07 12:10:00,2014-09-07 13:40:25,tennis
242,Group A/Brasov Challenger 2014/First Round Matches/A Ungur v Crivoi,2014-09-03 13:48:00,2014-09-03 15:03:48,tennis
243,Group A/Brasov Challenger 2014/First Round Matches/Copil v Krstin,2014-09-03 10:30:00,2014-09-03 11:58:23,tennis
244,Group A/Brasov Challenger 2014/First Round Matches/Dima v J Pospisil,2014-09-03 12:12:00,2014-09-03 13:30:41,tennis
245,Group A/Brasov Challenger 2014/First Round Matches/Fortuna v Ciorcila,2014-09-03 11:47:00,2014-09-03 13:25:59,tennis
246,Group A/Brasov Challenger 2014/First Round Matches/G Melzer v M Jankovic,2014-09-02 07:59:00,2014-09-02 09:35:12,tennis
247,Group A/Brasov Challenger 2014/First Round Matches/Grigelis v Pouille,2014-09-02 07:59:00,2014-09-02 10:22:05,tennis
248,Group A/Brasov Challenger 2014/First Round Matches/J Eysseric v Karatsev,2014-09-03 09:44:00,2014-09-03 11:35:26,tennis
249,Group A/Brasov Challenger 2014/First Round Matches/Machado v Mertl,2014-09-03 08:05:00,2014-09-03 10:15:20,tennis
250,Group A/Brasov Challenger 2014/First Round Matches/R Marcora v Riba,2014-09-03 08:05:00,2014-09-03 10:06:12,tennis
251,Group A/Brasov Challenger 2014/First Round Matches/Reuter v Torroni,2014-09-03 08:05:00,2014-09-03 09:31:08,tennis
252,Group A/Brasov Challenger 2014/First Round Matches/Rodriguez - Pace v Buchanan,2014-09-02 10:27:00,2014-09-02 11:35:11,tennis
253,Group A/Brasov Challenger 2014/First Round Matches/Rudnev v Sikora,2014-09-02 08:00:00,2014-09-02 09:59:58,tennis
254,Group A/Brasov Challenger 2014/First Round Matches/Rufin v Cipolla,2014-09-02 10:36:00,2014-09-02 12:31:37,tennis
255,Group A/Brasov Challenger 2014/Quarter Final Matches/A Haider-Maurer v Luncanu,2014-09-05 13:06:00,2014-09-05 14:21:25,tennis
256,Group A/Brasov Challenger 2014/Quarter Final Matches/A Ungur v J Pospisil,2014-09-05 11:19:00,2014-09-05 12:51:03,tennis
257,Group A/Brasov Challenger 2014/Quarter Final Matches/Karatsev v Sikora,2014-09-05 08:07:00,2014-09-05 09:52:23,tennis
258,Group A/Brasov Challenger 2014/Quarter Final Matches/Rufin v Grigelis,2014-09-05 08:07:00,2014-09-05 11:02:38,tennis
259,Group A/Brasov Challenger 2014/Second Round Matches/A Haider-Maurer v Reuter,2014-09-04 08:47:00,2014-09-04 10:48:48,tennis
260,Group A/Brasov Challenger 2014/Second Round Matches/A Ungur v Machado,2014-09-04 11:11:00,2014-09-04 12:40:06,tennis
261,Group A/Brasov Challenger 2014/Second Round Matches/Copil v Karatsev,2014-09-04 10:30:00,2014-09-04 11:50:25,tennis
262,Group A/Brasov Challenger 2014/Second Round Matches/Fortuna v J Pospisil,2014-09-04 11:11:00,2014-09-04 12:20:33,tennis
263,Group A/Brasov Challenger 2014/Second Round Matches/G Melzer v Rufin,2014-09-04 08:47:00,2014-09-04 10:14:03,tennis
264,Group A/Brasov Challenger 2014/Second Round Matches/Grigelis v R Marcora,2014-09-04 12:03:00,2014-09-04 13:26:38,tennis
265,Group A/Brasov Challenger 2014/Second Round Matches/Luncanu v Buchanan,2014-09-04 12:54:00,2014-09-04 15:16:21,tennis
266,Group A/Brasov Challenger 2014/Second Round Matches/Sikora v Bourgue,2014-09-04 09:08:00,2014-09-04 10:47:17,tennis
267,Group A/Brasov Challenger 2014/Semi Final Matches/A Haider-Maurer v J Pospisil,2014-09-06 11:04:00,2014-09-06 12:44:19,tennis
268,Group A/Brasov Challenger 2014/Semi Final Matches/Karatsev v Rufin,2014-09-06 09:03:00,2014-09-06 10:48:15,tennis
269,Group A/Brasov Challenger 2014/The Final/A Haider-Maurer v Rufin,2014-09-07 13:07:00,2014-09-07 14:17:36,tennis
270,Group A/Coupe Banque Nationale 2014/Qualifying Matches/B Pera v S Crawford,2014-09-06 14:00:00,2014-09-06 15:10:47,tennis
271,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Chirico v S Crawford,2014-09-07 17:15:00,2014-09-07 18:13:09,tennis
272,Group A/Coupe Banque Nationale 2014/Qualifying Matches/El Tabakh v Muhammad,2014-09-07 16:05:00,2014-09-07 17:52:31,tennis
273,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Hibino v Broomfield,2014-09-06 20:04:00,2014-09-06 21:13:40,tennis
274,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Hibino v Marand,2014-09-07 18:26:00,2014-09-07 19:14:04,tennis
275,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Kinard v Marand,2014-09-06 19:27:00,2014-09-06 21:56:08,tennis
276,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Krejcikova v Mar Sanchez,2014-09-07 19:26:00,2014-09-07 21:23:20,tennis
277,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Melichar v C Zhao,2014-09-06 17:46:00,2014-09-06 19:52:35,tennis
278,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Petrick v Mar Sanchez,2014-09-06 21:24:00,2014-09-06 22:56:12,tennis
279,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Savchuk v C Zhao,2014-09-07 18:01:00,2014-09-07 19:55:16,tennis
280,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Savchuk v D Muresan,2014-09-06 17:55:00,2014-09-06 19:14:42,tennis
281,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Vankova v A Mueller,2014-09-06 15:23:00,2014-09-06 16:28:13,tennis
282,Group A/Coupe Banque Nationale 2014/Qualifying Matches/Vankova v Martincova,2014-09-07 15:00:00,2014-09-07 17:03:54,tennis
283,Group A/Genova Challenger 2014/First Round Matches/And Beck v Gaio,2014-09-03 12:24:00,2014-09-03 13:51:12,tennis
284,Group A/Genova Challenger 2014/First Round Matches/Arnaboldi v Al Bedene,2014-09-02 09:35:00,2014-09-02 12:02:30,tennis
285,Group A/Genova Challenger 2014/First Round Matches/Dzumhur v Kovalik,2014-09-03 11:00:00,2014-09-03 12:11:07,tennis
286,Group A/Genova Challenger 2014/First Round Matches/Galovic v M Delic,2014-09-03 09:04:00,2014-09-03 10:46:09,tennis
287,Group A/Genova Challenger 2014/First Round Matches/Giannessi v Andreozzi,2014-09-02 09:36:00,2014-09-02 11:01:01,tennis
288,Group A/Genova Challenger 2014/First Round Matches/Ignatik v Volandri,2014-09-02 13:42:00,2014-09-02 15:14:39,tennis
289,Group A/Genova Challenger 2014/First Round Matches/Kubler v G Elias,2014-09-02 09:35:00,2014-09-02 11:14:50,tennis
290,Group A/Genova Challenger 2014/First Round Matches/Mat Trevisan v Naso,2014-09-03 14:04:00,2014-09-03 16:52:30,tennis
291,Group A/Genova Challenger 2014/First Round Matches/Montanes v Fucsovics,2014-09-03 09:06:00,2014-09-03 10:33:55,tennis
292,Group A/Genova Challenger 2014/First Round Matches/Ramos-Vinolas v Ad Virgili,2014-09-03 10:49:00,2014-09-03 13:31:46,tennis
293,Group A/Genova Challenger 2014/First Round Matches/Setkic v Picco,2014-09-02 11:37:00,2014-09-02 13:28:33,tennis
294,Group A/Genova Challenger 2014/First Round Matches/Starace v Lindell,2014-09-03 15:13:00,2014-09-03 16:29:33,tennis
295,Group A/Genova Challenger 2014/First Round Matches/Troicki v Du Brown,2014-09-03 18:36:00,2014-09-03 19:56:47,tennis
296,Group A/Genova Challenger 2014/Quarter Final Matches/And Beck v Cecchinato,2014-09-05 12:08:00,2014-09-05 13:30:47,tennis
297,Group A/Genova Challenger 2014/Quarter Final Matches/Fucsovics v Kubler,2014-09-05 13:44:00,2014-09-05 16:25:39,tennis
298,Group A/Genova Challenger 2014/Quarter Final Matches/M Delic v Troicki,2014-09-05 16:38:00,2014-09-05 19:00:53,tennis
299,Group A/Genova Challenger 2014/Quarter Final Matches/Ramos-Vinolas v Al Bedene,2014-09-05 19:14:00,2014-09-05 20:36:22,tennis
300,Group A/Genova Challenger 2014/Second Round Matches/And Beck v Lindell,2014-09-04 11:42:00,2014-09-04 13:13:35,tennis
301,Group A/Genova Challenger 2014/Second Round Matches/Cecchinato v Paire,2014-09-04 11:15:00,2014-09-04 12:26:26,tennis
302,Group A/Genova Challenger 2014/Second Round Matches/Dzumhur v M Delic,2014-09-04 09:06:00,2014-09-04 11:02:26,tennis
303,Group A/Genova Challenger 2014/Second Round Matches/Fucsovics v Andreozzi,2014-09-04 09:05:00,2014-09-04 11:26:18,tennis
304,Group A/Genova Challenger 2014/Second Round Matches/Hajek v Al Bedene,2014-09-04 13:27:00,2014-09-04 14:47:42,tennis
305,Group A/Genova Challenger 2014/Second Round Matches/Ignatik v Kubler,2014-09-04 11:07:00,2014-09-04 12:57:39,tennis
306,Group A/Genova Challenger 2014/Second Round Matches/Mat Trevisan v Troicki,2014-09-04 12:38:00,2014-09-04 15:25:09,tennis
307,Group A/Genova Challenger 2014/Semi Final Matches/And Beck v M Delic,2014-09-06 16:06:00,2014-09-06 17:32:17,tennis
308,Group A/Genova Challenger 2014/The Final/Ramos-Vinolas v M Delic,2014-09-07 15:53:00,2014-09-07 17:36:26,tennis
309,Group A/Hong Kong Open 2014/Qualifying Matches/Aoyama v Eguchi,2014-09-07 04:04:00,2014-09-07 05:15:29,tennis
310,Group A/Hong Kong Open 2014/Qualifying Matches/Ar Rodionova v Eguchi,2014-09-07 06:47:00,2014-09-07 08:22:41,tennis
311,Group A/Hong Kong Open 2014/Qualifying Matches/Ar Rodionova v Yau Ng,2014-09-06 09:05:00,2014-09-06 10:11:42,tennis
312,Group A/Hong Kong Open 2014/Qualifying Matches/Gajdosova v Ho Wu,2014-09-07 06:20:00,2014-09-07 07:30:51,tennis
313,Group A/Hong Kong Open 2014/Qualifying Matches/Gajdosova v Y Sema,2014-09-06 04:24:00,2014-09-06 05:30:50,tennis
314,Group A/Hong Kong Open 2014/Qualifying Matches/Imanishi v E Sema,2014-09-06 01:58:00,2014-09-06 04:22:54,tennis
315,Group A/Hong Kong Open 2014/Qualifying Matches/K Zhang v Shapatava,2014-09-06 06:44:00,2014-09-06 08:16:33,tennis
316,Group A/Hong Kong Open 2014/Qualifying Matches/Kostova v Linette,2014-09-07 04:00:00,2014-09-07 06:07:39,tennis
317,Group A/Hong Kong Open 2014/Qualifying Matches/Martic v Namigata,2014-09-06 10:22:00,2014-09-06 11:19:58,tennis
318,Group A/Hong Kong Open 2014/Qualifying Matches/Namigata v N Kolar,2014-09-07 05:51:00,2014-09-07 07:00:53,tennis
319,Group A/Hong Kong Open 2014/Qualifying Matches/Paszek v W Hsu,2014-09-06 05:43:00,2014-09-06 06:54:00,tennis
320,Group A/Hong Kong Open 2014/Qualifying Matches/Q Wang v Kulichkova,2014-09-06 02:02:00,2014-09-06 03:29:57,tennis
321,Group A/Hong Kong Open 2014/Qualifying Matches/Spackman v N Kolar,2014-09-06 07:07:00,2014-09-06 08:26:52,tennis
322,Group A/Hong Kong Open 2014/Qualifying Matches/Webley-Smith v Kostova,2014-09-06 08:20:00,2014-09-06 11:03:02,tennis
323,Group A/Hong Kong Open 2014/Qualifying Matches/X Han v Linette,2014-09-06 09:08:00,2014-09-06 11:06:44,tennis
324,Group A/Hong Kong Open 2014/Qualifying Matches/Y Xu v Bychkova,2014-09-07 02:02:00,2014-09-07 03:56:09,tennis
325,Group A/Hong Kong Open 2014/Qualifying Matches/Yaf Wang v L Zhu,2014-09-06 05:13:00,2014-09-06 06:31:23,tennis
326,Group A/Medellin Challenger 2014/First Round Matches/Clezar v R Olivo,2014-09-03 20:07:00,2014-09-03 21:19:38,tennis
327,Group A/Medellin Challenger 2014/First Round Matches/Ghem v Romboli,2014-09-02 17:55:00,2014-09-02 19:12:51,tennis
328,Group A/Medellin Challenger 2014/First Round Matches/Jarry v Odesnik,2014-09-03 16:01:00,2014-09-03 17:50:44,tennis
329,Group A/Medellin Challenger 2014/First Round Matches/Konstantinov v A Krajicek,2014-09-02 16:01:00,2014-09-02 16:52:51,tennis
330,Group A/Medellin Challenger 2014/First Round Matches/Lapentti v N Barrientos,2014-09-03 17:48:00,2014-09-03 19:51:00,tennis
331,Group A/Medellin Challenger 2014/First Round Matches/M Cuevas v Lipovsek Puches,2014-09-02 17:09:00,2014-09-02 18:32:12,tennis
332,Group A/Medellin Challenger 2014/First Round Matches/Quintero v Bagnis,2014-09-02 23:33:00,2014-09-03 00:50:21,tennis
333,Group A/Medellin Challenger 2014/First Round Matches/Salamanca v Spir,2014-09-02 17:34:00,2014-09-02 18:48:23,tennis
334,Group A/Medellin Challenger 2014/First Round Matches/Turini v J Hernandez,2014-09-02 16:05:00,2014-09-02 17:38:35,tennis
335,Group A/Medellin Challenger 2014/Quarter Final Matches/Alejandro Gonzalez v A Krajicek,2014-09-05 22:02:00,2014-09-06 01:06:10,tennis
336,Group A/Medellin Challenger 2014/Quarter Final Matches/Clezar v Souza,2014-09-05 20:08:00,2014-09-05 21:48:21,tennis
337,Group A/Medellin Challenger 2014/Quarter Final Matches/Lama v Bagnis,2014-09-05 17:32:00,2014-09-05 18:12:12,tennis
338,Group A/Medellin Challenger 2014/Second Round Matches/Alejandro Gonzalez v F De Paula,2014-09-04 23:49:00,2014-09-05 01:03:34,tennis
339,Group A/Medellin Challenger 2014/Second Round Matches/Clezar v Lipovsek Puches,2014-09-04 16:01:00,2014-09-04 17:29:13,tennis
340,Group A/Medellin Challenger 2014/Second Round Matches/Ghem v Odesnik,2014-09-04 18:46:00,2014-09-04 20:37:13,tennis
341,Group A/Medellin Challenger 2014/Second Round Matches/J Hernandez v Souza,2014-09-04 20:54:00,2014-09-04 23:33:01,tennis
342,Group A/Medellin Challenger 2014/Second Round Matches/Lama v G Mina,2014-09-04 17:45:00,2014-09-04 19:57:30,tennis
343,Group A/Medellin Challenger 2014/Second Round Matches/Lapentti v A Krajicek,2014-09-04 16:00:00,2014-09-04 18:29:42,tennis
344,Group A/Medellin Challenger 2014/Second Round Matches/M Arevalo v Salamanca,2014-09-04 19:12:00,2014-09-04 20:41:47,tennis
345,Group A/Medellin Challenger 2014/Second Round Matches/Trungelliti v Bagnis,2014-09-04 16:00:00,2014-09-04 18:43:08,tennis
346,Group A/Medellin Challenger 2014/Semi Final Matches/A Krajicek v Ghem,2014-09-06 17:04:00,2014-09-06 18:52:26,tennis
347,Group A/Medellin Challenger 2014/Semi Final Matches/Souza v Bagnis,2014-09-06 19:03:00,2014-09-06 20:37:27,tennis
348,Group A/Medellin Challenger 2014/The Final/A Krajicek v Souza,2014-09-07 16:08:00,2014-09-07 18:00:48,tennis
349,Group A/Shanghai Challenger 2014/First Round Matches/D Wu v Matsui,2014-09-02 02:10:00,2014-09-02 03:27:04,tennis
350,Group A/Shanghai Challenger 2014/First Round Matches/Duckworth v E Ymer,2014-09-02 03:49:00,2014-09-02 05:36:24,tennis
351,Group A/Shanghai Challenger 2014/First Round Matches/Hy Chung v Udomchoke,2014-09-03 04:30:00,2014-09-03 05:28:58,tennis
352,Group A/Shanghai Challenger 2014/First Round Matches/Jor Thompson v Zhe Li,2014-09-03 05:17:00,2014-09-03 07:36:52,tennis
353,Group A/Shanghai Challenger 2014/First Round Matches/Kibi v San Singh,2014-09-03 06:15:00,2014-09-03 07:12:32,tennis
354,Group A/Shanghai Challenger 2014/First Round Matches/L Huang v Uchiyama,2014-09-02 02:13:00,2014-09-02 04:25:49,tennis
355,Group A/Shanghai Challenger 2014/First Round Matches/Niki v Takeuchi,2014-09-03 07:26:00,2014-09-03 08:04:36,tennis
356,Group A/Shanghai Challenger 2014/First Round Matches/Soeda v J Jung,2014-09-03 03:03:00,2014-09-03 05:03:32,tennis
357,Group A/Shanghai Challenger 2014/First Round Matches/T Yang v Edmund,2014-09-03 07:43:00,2014-09-03 09:07:42,tennis
358,Group A/Shanghai Challenger 2014/First Round Matches/Ti Chen v Y Bhambri,2014-09-03 06:23:00,2014-09-03 08:09:32,tennis
359,Group A/Shanghai Challenger 2014/First Round Matches/Vanni v Statham,2014-09-03 06:25:00,2014-09-03 08:30:03,tennis
360,Group A/Shanghai Challenger 2014/First Round Matches/We Zheng v Fabbiano,2014-09-02 02:15:00,2014-09-02 03:33:56,tennis
361,Group A/Shanghai Challenger 2014/First Round Matches/Y Bai v S Zhong,2014-09-02 03:39:00,2014-09-02 05:01:39,tennis
362,Group A/Shanghai Challenger 2014/First Round Matches/Yui Ito v Devvarman,2014-09-03 08:55:00,2014-09-03 10:44:13,tennis
363,Group A/Shanghai Challenger 2014/Quarter Final Matches/D Wu v Devvarman,2014-09-05 03:17:00,2014-09-05 04:32:37,tennis
364,Group A/Shanghai Challenger 2014/Quarter Final Matches/Soeda v Fabbiano,2014-09-05 04:43:00,2014-09-05 06:15:51,tennis
365,Group A/Shanghai Challenger 2014/Quarter Final Matches/Vanni v Y Bhambri,2014-09-05 05:45:00,2014-09-05 08:10:47,tennis
366,Group A/Shanghai Challenger 2014/Quarter Final Matches/Yo Nishioka v Udomchoke,2014-09-05 03:08:00,2014-09-05 05:29:07,tennis
367,Group A/Shanghai Challenger 2014/Second Round Matches/D Wu v Y Bai,2014-09-04 02:07:00,2014-09-04 04:19:47,tennis
368,Group A/Shanghai Challenger 2014/Second Round Matches/Duckworth v Yo Nishioka,2014-09-04 06:25:00,2014-09-04 08:05:23,tennis
369,Group A/Shanghai Challenger 2014/Second Round Matches/Jor Thompson v Fabbiano,2014-09-04 02:07:00,2014-09-04 03:31:39,tennis
370,Group A/Shanghai Challenger 2014/Second Round Matches/Niki v Devvarman,2014-09-04 03:43:00,2014-09-04 06:12:34,tennis
371,Group A/Shanghai Challenger 2014/Second Round Matches/Soeda v Uchiyama,2014-09-04 06:34:00,2014-09-04 07:52:50,tennis
372,Group A/Shanghai Challenger 2014/Second Round Matches/T Yang v Y Bhambri,2014-09-04 04:07:00,2014-09-04 06:18:24,tennis
373,Group A/Shanghai Challenger 2014/Second Round Matches/Udomchoke v Millman,2014-09-04 04:44:00,2014-09-04 06:54:04,tennis
374,Group A/Shanghai Challenger 2014/Second Round Matches/Vanni v San Singh,2014-09-04 02:12:00,2014-09-04 03:53:56,tennis
375,Group A/Shanghai Challenger 2014/Semi Final Matches/Fabbiano v Yo Nishioka,2014-09-06 06:07:00,2014-09-06 07:48:06,tennis
376,Group A/Shanghai Challenger 2014/Semi Final Matches/Vanni v Devvarman,2014-09-06 03:33:00,2014-09-06 05:47:01,tennis
377,Group A/Shanghai Challenger 2014/The Final/Yo Nishioka v Devvarman,2014-09-07 03:10:00,2014-09-07 06:16:53,tennis
378,Group A/St Remy Challenger 2014/First Round Matches/Botzer v Y Marti,2014-09-02 10:29:00,2014-09-02 11:34:05,tennis
379,Group A/St Remy Challenger 2014/First Round Matches/Burquier v K De Schepper,2014-09-03 10:29:00,2014-09-03 12:34:04,tennis
380,Group A/St Remy Challenger 2014/First Round Matches/Crepaldi v Stakhovsky,2014-09-03 10:01:00,2014-09-03 11:33:57,tennis
381,Group A/St Remy Challenger 2014/First Round Matches/Donskoy v Gerasimov,2014-09-03 12:53:00,2014-09-03 14:44:43,tennis
382,Group A/St Remy Challenger 2014/First Round Matches/F Martin v Serra,2014-09-02 13:06:00,2014-09-02 14:07:00,tennis
383,Group A/St Remy Challenger 2014/First Round Matches/Kravchuk v Bemelmans,2014-09-02 09:06:00,2014-09-02 11:25:14,tennis
384,Group A/St Remy Challenger 2014/First Round Matches/Mahut v Ri Becker,2014-09-02 16:08:00,2014-09-02 17:32:04,tennis
385,Group A/St Remy Challenger 2014/First Round Matches/Molchanov v Klec,2014-09-03 11:48:00,2014-09-03 13:15:06,tennis
386,Group A/St Remy Challenger 2014/First Round Matches/Moriya v Millot,2014-09-02 09:07:00,2014-09-02 10:51:23,tennis
387,Group A/St Remy Challenger 2014/First Round Matches/P Mathieu v A Zverev,2014-09-03 15:51:00,2014-09-03 16:58:17,tennis
388,Group A/St Remy Challenger 2014/First Round Matches/Vaisse v M Fischer,2014-09-02 14:11:00,2014-09-02 15:30:20,tennis
389,Group A/St Remy Challenger 2014/First Round Matches/Veger v P Herbert,2014-09-02 11:09:00,2014-09-02 12:51:32,tennis
390,Group A/St Remy Challenger 2014/Quarter Final Matches/A Zverev v P Herbert,2014-09-05 08:41:00,2014-09-05 11:51:06,tennis
391,Group A/St Remy Challenger 2014/Quarter Final Matches/Chazal v Stakhovsky,2014-09-05 15:57:00,2014-09-05 17:07:50,tennis
392,Group A/St Remy Challenger 2014/Quarter Final Matches/Mahut v Gombos,2014-09-05 13:13:00,2014-09-05 15:35:08,tennis
393,Group A/St Remy Challenger 2014/Quarter Final Matches/Millot v Molchanov,2014-09-05 11:05:00,2014-09-05 13:56:11,tennis
394,Group A/St Remy Challenger 2014/Second Round Matches/F Martin v Gombos,2014-09-04 09:04:00,2014-09-04 10:14:13,tennis
